iShares Core S&P 500 ETF
Fund Holdings as of,"Jan 21, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,100,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"WMB","WILLIAMS INC","Energy","Equity","992,316,515.58","0.13","992,316,515.58","15,706,181.00","63.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","971,339,993.74","0.13","971,339,993.74","1,296,278.00","749.33","United States","NASDAQ","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","971,051,796.59","0.13","971,051,796.59","11,998,663.00","80.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","964,646,258.64","0.13","964,646,258.64","2,802,412.00","344.22","United States","NASDAQ","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","956,314,899.68","0.13","956,314,899.68","2,054,647.00","465.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","951,832,903.20","0.13","951,832,903.20","16,596,912.00","57.35","United States","NASDAQ","USD","1.00","USD","-"
"CI","CIGNA","Health Care","Equity","944,562,444.27","0.12","944,562,444.27","3,435,897.00","274.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLW","CORNING INC","Information Technology","Equity","938,491,062.32","0.12","938,491,062.32","10,035,191.00","93.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLB","SLB NV","Energy","Equity","932,323,881.48","0.12","932,323,881.48","19,215,249.00","48.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","919,916,683.80","0.12","919,916,683.80","2,764,505.00","332.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","918,371,061.76","0.12","918,371,061.76","2,864,896.00","320.56","United States","NASDAQ","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","917,598,251.36","0.12","917,598,251.36","3,278,776.00","279.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","909,322,539.12","0.12","909,322,539.12","31,872,504.00","28.53","United States","NASDAQ","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","907,831,319.08","0.12","907,831,319.08","7,860,692.00","115.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","907,680,472.12","0.12","907,680,472.12","1,918,013.00","473.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","906,151,571.49","0.12","906,151,571.49","3,262,237.00","277.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNDK","SANDISK CORP","Information Technology","Equity","897,728,178.44","0.12","897,728,178.44","1,790,836.00","501.29","United States","NASDAQ","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","886,308,081.48","0.12","886,308,081.48","2,989,638.00","296.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","882,653,303.76","0.12","882,653,303.76","3,395,604.00","259.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","878,474,539.44","0.12","878,474,539.44","10,367,928.00","84.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COR","CENCORA INC","Health Care","Equity","877,189,929.00","0.12","877,189,929.00","2,493,788.00","351.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSX","CSX CORP","Industrials","Equity","874,943,874.87","0.12","874,943,874.87","23,951,379.00","36.53","United States","NASDAQ","USD","1.00","USD","-"
"TEL","TE CONNECTIVITY PLC","Information Technology","Equity","874,094,298.00","0.12","874,094,298.00","3,783,958.00","231.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","858,544,387.14","0.11","858,544,387.14","4,393,554.00","195.41","United States","NASDAQ","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","856,873,639.30","0.11","856,873,639.30","2,791,574.00","306.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","845,896,800.90","0.11","845,896,800.90","2,141,782.00","394.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","836,613,130.94","0.11","836,613,130.94","2,405,374.00","347.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","834,393,192.50","0.11","834,393,192.50","2,886,175.00","289.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APO","APOLLO GLOBAL MANAGEMENT INC","Financials","Equity","833,326,460.46","0.11","833,326,460.46","5,972,382.00","139.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","832,444,298.64","0.11","832,444,298.64","6,753,564.00","123.26","United States","NASDAQ","USD","1.00","USD","-"
"CVNA","CARVANA CLASS A","Consumer Discretionary","Equity","827,669,094.46","0.11","827,669,094.46","1,818,973.00","455.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","826,048,751.04","0.11","826,048,751.04","3,303,138.00","250.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","823,032,931.54","0.11","823,032,931.54","16,454,077.00","50.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","819,148,863.78","0.11","819,148,863.78","6,884,761.00","118.98","United States","NASDAQ","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","804,511,677.76","0.11","804,511,677.76","4,183,193.00","192.32","United States","NASDAQ","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","785,331,963.52","0.10","785,331,963.52","213,889.00","3,671.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","782,283,835.55","0.10","782,283,835.55","2,869,187.00","272.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","777,600,861.13","0.10","777,600,861.13","4,199,389.00","185.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","769,432,642.03","0.10","769,432,642.03","818,467.00","940.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","760,276,379.20","0.10","760,276,379.20","3,687,440.00","206.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","756,584,828.24","0.10","756,584,828.24","3,237,142.00","233.72","United States","NASDAQ","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","754,093,916.00","0.10","754,093,916.00","6,979,120.00","108.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materials","Equity","753,032,396.84","0.10","753,032,396.84","2,862,044.00","263.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","748,577,347.20","0.10","748,577,347.20","9,173,742.00","81.60","United States","NASDAQ","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","738,307,008.00","0.10","738,307,008.00","3,923,200.00","188.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSX","PHILLIPS","Energy","Equity","734,038,960.28","0.10","734,038,960.28","5,182,427.00","141.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","731,106,015.11","0.10","731,106,015.11","11,832,109.00","61.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","730,765,487.49","0.10","730,765,487.49","5,470,211.00","133.59","United States","NASDAQ","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","721,872,947.52","0.10","721,872,947.52","8,395,824.00","85.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","719,692,157.18","0.10","719,692,157.18","25,181,671.00","28.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","715,273,473.98","0.09","715,273,473.98","1,027,013.00","696.46","United States","NASDAQ","USD","1.00","USD","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","708,988,212.24","0.09","708,988,212.24","5,668,278.00","125.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","705,280,564.48","0.09","705,280,564.48","2,739,592.00","257.44","United States","NASDAQ","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","693,160,773.21","0.09","693,160,773.21","50,338,473.00","13.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL INC","Consumer Discretionary","Equity","692,549,390.56","0.09","692,549,390.56","17,007,598.00","40.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","686,208,317.04","0.09","686,208,317.04","3,866,398.00","177.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","680,175,265.95","0.09","680,175,265.95","12,692,205.00","53.59","United States","NASDAQ","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","672,618,097.53","0.09","672,618,097.53","12,034,677.00","55.89","United States","NASDAQ","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","669,106,352.12","0.09","669,106,352.12","10,983,361.00","60.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","665,986,902.24","0.09","665,986,902.24","2,934,768.00","226.93","United States","NASDAQ","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","662,121,407.31","0.09","662,121,407.31","615,967.00","1,074.93","United States","NASDAQ","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","660,343,536.00","0.09","660,343,536.00","4,153,104.00","159.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","658,731,869.82","0.09","658,731,869.82","14,766,462.00","44.61","United States","NASDAQ","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","658,650,672.48","0.09","658,650,672.48","6,067,158.00","108.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VST","VISTRA CORP","Utilities","Equity","655,400,314.80","0.09","655,400,314.80","4,095,740.00","160.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","652,638,712.54","0.09","652,638,712.54","2,960,887.00","220.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","651,828,768.06","0.09","651,828,768.06","3,365,841.00","193.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","642,075,720.36","0.08","642,075,720.36","3,770,484.00","170.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","637,086,613.17","0.08","637,086,613.17","3,056,011.00","208.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","635,490,408.96","0.08","635,490,408.96","7,464,064.00","85.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","621,268,777.40","0.08","621,268,777.40","8,691,505.00","71.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","619,769,124.92","0.08","619,769,124.92","5,844,673.00","106.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","619,398,868.00","0.08","619,398,868.00","1,014,992.00","610.25","United States","NASDAQ","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","615,863,634.75","0.08","615,863,634.75","8,130,213.00","75.75","United States","NASDAQ","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","614,077,325.54","0.08","614,077,325.54","8,099,147.00","75.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","606,930,432.30","0.08","606,930,432.30","1,444,041.00","420.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","606,365,386.25","0.08","606,365,386.25","1,203,703.00","503.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","595,543,346.46","0.08","595,543,346.46","562,587.00","1,058.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","589,418,001.15","0.08","589,418,001.15","2,887,181.00","204.15","United States","NASDAQ","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","587,954,583.30","0.08","587,954,583.30","10,182,795.00","57.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","586,418,121.90","0.08","586,418,121.90","2,031,237.00","288.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","584,599,725.00","0.08","584,599,725.00","12,991,105.00","45.00","United States","NASDAQ","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","582,018,608.92","0.08","582,018,608.92","7,607,092.00","76.51","United States","NASDAQ","USD","1.00","USD","-"
"DAL","DELTA AIR LINES INC","Industrials","Equity","575,162,766.15","0.08","575,162,766.15","8,341,737.00","68.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","573,118,695.38","0.08","573,118,695.38","5,801,971.00","98.78","United States","NASDAQ","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","569,217,713.11","0.08","569,217,713.11","966,463.00","588.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","560,161,126.16","0.07","560,161,126.16","1,384,276.00","404.66","United States","NASDAQ","USD","1.00","USD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","556,946,111.53","0.07","556,946,111.53","3,522,523.00","158.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","554,593,234.50","0.07","554,593,234.50","2,588,050.00","214.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","551,448,602.07","0.07","551,448,602.07","3,571,327.00","154.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","549,629,391.42","0.07","549,629,391.42","5,741,454.00","95.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","545,302,607.80","0.07","545,302,607.80","7,118,833.00","76.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EBAY","EBAY INC","Consumer Discretionary","Equity","539,639,143.68","0.07","539,639,143.68","5,813,824.00","92.82","United States","NASDAQ","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","532,207,249.38","0.07","532,207,249.38","2,234,006.00","238.23","United States","NASDAQ","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","530,529,713.98","0.07","530,529,713.98","2,943,626.00","180.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","529,697,213.40","0.07","529,697,213.40","6,951,407.00","76.20","United States","NASDAQ","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","528,757,007.80","0.07","528,757,007.80","2,190,377.00","241.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES CORP","Energy","Equity","524,741,595.56","0.07","524,741,595.56","2,760,926.00","190.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","521,657,231.64","0.07","521,657,231.64","6,207,988.00","84.03","United States","NASDAQ","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA INC","Industrials","Equity","519,569,876.00","0.07","519,569,876.00","452,587.00","1,148.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","516,804,424.22","0.07","516,804,424.22","4,186,007.00","123.46","United States","NASDAQ","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","512,331,118.00","0.07","512,331,118.00","2,198,846.00","233.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","512,071,868.58","0.07","512,071,868.58","6,419,354.00","79.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","511,916,201.23","0.07","511,916,201.23","2,791,103.00","183.41","United States","NASDAQ","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","509,661,101.79","0.07","509,661,101.79","3,646,427.00","139.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","507,947,722.65","0.07","507,947,722.65","1,698,765.00","299.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","501,235,008.08","0.07","501,235,008.08","7,841,599.00","63.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","498,924,579.79","0.07","498,924,579.79","6,940,111.00","71.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","496,912,351.30","0.07","496,912,351.30","775,045.00","641.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","492,896,716.99","0.07","492,896,716.99","4,501,751.00","109.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","488,304,460.33","0.06","488,304,460.33","5,601,749.00","87.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RMD","RESMED INC","Health Care","Equity","486,804,941.28","0.06","486,804,941.28","1,877,526.00","259.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","483,943,486.80","0.06","483,943,486.80","17,470,884.00","27.70","United States","NASDAQ","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","481,692,576.64","0.06","481,692,576.64","4,638,796.00","103.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","478,944,923.13","0.06","478,944,923.13","2,210,277.00","216.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","475,175,929.60","0.06","475,175,929.60","5,859,136.00","81.10","United States","NASDAQ","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","473,832,256.45","0.06","473,832,256.45","6,159,265.00","76.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","473,108,641.02","0.06","473,108,641.02","11,452,642.00","41.31","United States","NASDAQ","USD","1.00","USD","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","469,930,970.66","0.06","469,930,970.66","6,041,797.00","77.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","468,229,141.12","0.06","468,229,141.12","304,928.00","1,535.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","467,087,910.85","0.06","467,087,910.85","2,014,265.00","231.89","United States","NASDAQ","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","464,352,627.44","0.06","464,352,627.44","3,584,074.00","129.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","461,926,923.84","0.06","461,926,923.84","4,163,004.00","110.96","United States","NASDAQ","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","458,239,784.48","0.06","458,239,784.48","4,184,074.00","109.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STT","STATE STREET CORP","Financials","Equity","455,944,480.60","0.06","455,944,480.60","3,592,660.00","126.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FISV","FISERV INC","Financials","Equity","454,715,867.55","0.06","454,715,867.55","6,917,935.00","65.73","United States","NASDAQ","USD","1.00","USD","-"
"XYZ","BLOCK INC CLASS A","Financials","Equity","450,836,032.00","0.06","450,836,032.00","7,044,313.00","64.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","449,991,365.40","0.06","449,991,365.40","8,512,890.00","52.86","United States","NASDAQ","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","448,530,221.88","0.06","448,530,221.88","5,012,631.00","89.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Industrials","Equity","447,088,310.91","0.06","447,088,310.91","4,170,989.00","107.19","United States","NASDAQ","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","443,686,827.20","0.06","443,686,827.20","3,129,845.00","141.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","440,098,587.66","0.06","440,098,587.66","8,026,602.00","54.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","439,074,249.18","0.06","439,074,249.18","3,876,693.00","113.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","434,014,124.00","0.06","434,014,124.00","5,725,780.00","75.80","United States","NASDAQ","USD","1.00","USD","-"
"MTB","M&T BANK CORP","Financials","Equity","433,235,268.84","0.06","433,235,268.84","1,976,799.00","219.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","430,657,286.31","0.06","430,657,286.31","2,105,183.00","204.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARES","ARES MANAGEMENT CORP CLASS A","Financials","Equity","430,175,512.62","0.06","430,175,512.62","2,649,843.00","162.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KVUE","KENVUE INC","Consumer Staples","Equity","428,974,011.62","0.06","428,974,011.62","24,682,049.00","17.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","428,816,275.96","0.06","428,816,275.96","28,267,388.00","15.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","428,601,104.16","0.06","428,601,104.16","4,644,572.00","92.28","United States","NASDAQ","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","426,803,643.66","0.06","426,803,643.66","4,267,183.00","100.02","United States","NASDAQ","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","422,214,641.60","0.06","422,214,641.60","2,366,674.00","178.40","United States","NASDAQ","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","418,501,563.23","0.06","418,501,563.23","1,546,169.00","270.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","418,362,914.30","0.06","418,362,914.30","6,179,659.00","67.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","416,642,923.84","0.06","416,642,923.84","2,831,224.00","147.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","415,389,925.26","0.05","415,389,925.26","4,624,693.00","89.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","408,720,611.04","0.05","408,720,611.04","1,505,084.00","271.56","United States","NASDAQ","USD","1.00","USD","-"
"EME","EMCOR GROUP INC","Industrials","Equity","407,754,172.37","0.05","407,754,172.37","575,347.00","708.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","403,507,083.98","0.05","403,507,083.98","6,660,731.00","60.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","402,137,998.77","0.05","402,137,998.77","9,242,427.00","43.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","396,954,282.78","0.05","396,954,282.78","2,729,709.00","145.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","394,655,468.70","0.05","394,655,468.70","577,446.00","683.45","United States","NASDAQ","USD","1.00","USD","-"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","394,484,045.25","0.05","394,484,045.25","13,964,037.00","28.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","392,889,719.04","0.05","392,889,719.04","1,231,552.00","319.02","United States","NASDAQ","USD","1.00","USD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","390,013,340.82","0.05","390,013,340.82","13,747,386.00","28.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","388,252,519.71","0.05","388,252,519.71","1,792,569.00","216.59","United States","NASDAQ","USD","1.00","USD","-"
